title,year,downloads,torrent_url,poster_url,description,genre
The Ghoul,1933,421094,https://archive.org/download/TheGhoul/TheGhoul_archive.torrent,https://image.tmdb.org/t/p/w780/dmMBlNiGLQJRVNGgy8SRnscidUn.jpg,"The Ghoul is a 1933 British Horror film starring Boris Karloff, Cedric Hardwicke, Ernest Thesiger and Ralph Richardson, whose debut film this was. The plot centres around a Professor (Karloff) who is to be buried with an Egyptian jewel in order to attain eternal life. When the jewel is stolen by his servant, the professor rises from the dead to reclaim it. The film, based on the play and novel by Dr. Frank King and Leonard J. Hines, was once considered to be a lost film since the original nitrat","Horror, Mystery"
The Iron Mask,1929,414228,https://archive.org/download/iron_mask/iron_mask_archive.torrent,https://image.tmdb.org/t/p/w780/f9t60V0eJ2pLwCl0YsBnvXQmRNN.jpg,A swashbuckling Alexandre Dumas adventure featuring Douglas Fairbanks. You can find more information regarding this film on its IMDb page .,"Adventure, Action, Drama"
"The Three Stooges - ""Color Craziness"" ""Color Craziness"" - The Three Stooges",0,411965,https://archive.org/download/ColorCrazinessTheThreeStooges/ColorCrazinessTheThreeStooges_archive.torrent,https://archive.org/services/img/ColorCrazinessTheThreeStooges,"'The New Three Stooges' was produced in 1965. It featured the animated adventures of Moe, Larry, & Curly Joe. The cartoons were introduced by live-action inserts with the real Stooges. These inserts were some of the only Stooges material ever filmed in color, and they also feature long-time Stooge collaberator Emil Sitka. 'The Three Stooges - Color Craziness' is an hour feature comprised of these rare color Stooge comedy bits. You'll see the Stooges as wacky chefs, clueless contractors, zany den",
The Amazing Adventure,1936,411810,https://archive.org/download/amazing_adventure/amazing_adventure_archive.torrent,https://image.tmdb.org/t/p/w780/rR6G2EWvt5ykKzb7mSuc17GnFAk.jpg,Cary Grant plays Earnest Bliss a rich socialite who makes a bet with his doctor that he can make a living for one year using none of his current wealth.,"Adventure, Drama, Family"
Teenagers from Outer Space,1959,407831,https://archive.org/download/teenagers_from_outerspace/teenagers_from_outerspace_archive.torrent,https://image.tmdb.org/t/p/w780/lb8hW24LHSllzlHSOjCwOx2o07D.jpg,A young alien (David Love) falls for a pretty teenage Earth girl (Dawn Anderson) and they team up to try to stop the plans of his invading cohorts.,"Crime, Horror, Science Fiction, Romance, Thriller"
Mr. Robinson Crusoe,1932,403530,https://archive.org/download/mr_robinson_crusoe/mr_robinson_crusoe_archive.torrent,https://image.tmdb.org/t/p/w780/v9o0gtCiEfJaFjzbyDEnusezzES.jpg,"Taken from IMDB : While cruising the South Seas with friends aboard a sailing yacht, it is wagered that Steve can not survive on a desert isle without the accouterments of civilization. After accepting the wager, Steve and his dog swim ashore and begin to recreate their Park Avenue world by way of various Rube Goldberg type contraptions constructed from local materials. Meanwhile, on a nearby island, a young maiden flees her arranged wedding. She canoes to Steve's island for safety, whereupon sh","Adventure, Comedy"
Horror Express,1976,398455,https://archive.org/download/horror_express_ipod/horror_express_ipod_archive.torrent,https://archive.org/services/img/horror_express_ipod,"An English anthropologist (Christopher Lee) has discovered a frozen monster in the frozen wastes of Manchuria which he believes may be the Missing Link. He brings the creature back to Europe aboard a trans-Siberian express, but during the trip the monster thaws out and starts to butcher the passengers one by one.",Horror
Child Bride,1938,396732,https://archive.org/download/ChildBride/ChildBride_archive.torrent,https://image.tmdb.org/t/p/w780/6mPmvxBnDEwxbpEQQ23nkeYWR3h.jpg,"Schoolteacher in a rural community campaigns to stop the practice of older men marrying young, underage girls.","Drama, Romance"
Penny Serenade,1941,396410,https://archive.org/download/penny_serenade/penny_serenade_archive.torrent,https://image.tmdb.org/t/p/w780/7MC1fE5FSEIP9xf0N2VD68zRKv2.jpg,Touching romantic comedy starring Cary Grant and Irene Dunne. Find out more about this film at its IMDB page .,"Drama, Romance"
Santa Fe Trail,1940,394321,https://archive.org/download/Santa_Fe_Trail_movie/Santa_Fe_Trail_movie_archive.torrent,https://image.tmdb.org/t/p/w780/uBtJzonmF9uOFrDXlqQuxTfMwl7.jpg,"The year is 1854. Robert E. Lee is Superintendent of West Point, where J.E.B. Stuart (Errol Flynn) and George A. Custer (Ronald Reagan) are classmates. In the dormitory, one of the cadets (Van Heflin) reads aloud the secession-promoting pamphlets of abolitionist John Brown. At graduation, the address is given by Secretary of War Jefferson Davis. J.E.B. Stuart and Custer are assigned to the 2nd Cavalry in the Kansas territory, where they have to deal with John Brown. This copy has better video qu",Western
Only the Valiant,1951,394134,https://archive.org/download/OnlytheValaint/OnlytheValaint_archive.torrent,https://image.tmdb.org/t/p/w780/7j2DB5PBuyxXMDKM8t5sia87wht.jpg,"Capt. Richard Lance (Gregory Peck) is unjustly held responsible, by his men and his girlfriend (Barbara Payton), for an Indian massacre death of beloved Lt. Holloway. Holloway (Gig Young) is killed while escorting a dangerous Indian chief to another fort's prison. The chief escapes. Knowing their fort is in danger of Indian attack, Lance takes a small group of army misfits to an abandoned nearby army fort to defend a mountain pass against the oncoming Indian assault. Their mission is to stall fo",Western
Secret Agent,1936,392942,https://archive.org/download/Hitchcock_Secret_Agent/Hitchcock_Secret_Agent_archive.torrent,https://image.tmdb.org/t/p/w780/vHfEuqttHs2fXLGgkSxC5nh7AHz.jpg,"From IMDb : During the first world war, novelist Edgar Brodie is sent to Switzerland by the Intelligence Service. He has to kill a German agent. During the mission he meets a fake general first and then Elsa Carrington who helps him in his duty. Stars: John Gielgud, Peter Lorre, Madeleine Carroll and Robert Young","Thriller, Drama, Crime"
"Charlie Chaplin's ""A Burlesque On Carmen""",1915,388995,https://archive.org/download/CC_1915_12_18_ABurlesqueOnCarmen/CC_1915_12_18_ABurlesqueOnCarmen_archive.torrent,https://image.tmdb.org/t/p/w780/n06Np1hV4TtOWvckoKt3PRwZIDB.jpg,Charlie Chaplin's 48th Film Released Dec. 18 1915 Charlie Chaplin's Burlesque on Carmen was Chaplin's 13th film for Essanay Films. It was released in 1915 and then later recut into a different version in 1916. Charlie Chaplin played Dain Hosiery and Edna Purviance played Carmen. Carmen was very popular at this time and one of the reasons Chaplin decided to create his own comedy version on the opera. Theda Bara had recently played the part in a film version in 1915. http://www.imdb.com/title/tt00,Comedy
Que Viva Mexico,1931,387350,https://archive.org/download/QuevivaMexico/QuevivaMexico_archive.torrent,https://archive.org/services/img/QuevivaMexico,"Sergei Eisenstein shot ¡Que viva México! in Mexico in 1931 at the height of the Great Depression. The courageous financiers of this project were the author Upton Sinclair, his wife Mary Craig and a small group of their friends. They had great difficulties in keeping the production going; the economic crisis forced Sinclair to call a halt to it in early 1932. Shooting was stopped with most of the work completed; only one episode could not be filmed. At the same time Josef Stalin insisted on Eisen","Documentary, Drama, Western"
"Charlie Chaplin's ""The Floorwalker""",1916,385623,https://archive.org/download/CC_1916_05_15_TheFloorwalker/CC_1916_05_15_TheFloorwalker_archive.torrent,https://image.tmdb.org/t/p/w780/s8sb9XlE0U3Ox8KIX2iGbTMKk5S.jpg,"Charlie Chaplins 51st Film Released May 15 1916 The Floorwalker was Charlie Chaplin's first Mutual Film Company made in 1916. It starred Chaplin as a customer in a department store who finds out the manager is stealing money from the store. It was noted for the first 'running staircase' used in films. Edna Purviance played a minor role as a secretary to the store manager, played by Eric Campbell. http://www.imdb.com/title/tt0006689/ Watch more Chaplin films Charlie Chaplin In The Internet Archiv",Comedy
Great Guy,1936,384260,https://archive.org/download/Great_Guy.avi/Great_Guy.avi_archive.torrent,https://image.tmdb.org/t/p/w780/AcqtAhoYNFR1kjXvuZiT5ZoY76A.jpg,"James Cagney plays the plucky Irish crusader, Johnny Cave, who fights against corruption at the Weights And Measures Department. James Cagney is great in this movie. It shows why he was such a huge movie star","Crime, Drama, Mystery"
War of the Wildcats - John Wayne (1943),1943,377322,https://archive.org/download/WarOfTheWildcats-JohnWayne1943/WarOfTheWildcats-JohnWayne1943_archive.torrent,https://archive.org/services/img/WarOfTheWildcats-JohnWayne1943,"War of the Wildcats or In Old Oklahoma (1943) â John Wayne John Wayne as Daniel Somers Martha Scott as Catherine Allen Albert Dekker as Jim 'Hunk' Gardner George 'Gabby' Hayes as Desprit Dean Marjorie Rambeau as Bessie Baxter Dale Evans as 'Cuddles' Walker Grant Withers as Richardson Sidney Blackmer as Teddy Roosevelt Director: Albert S. Rogell Studio: Republic Productions Cowboy Dan Somers and oilman Jim 'Hunk' Gardner compete for oil lease rights on Indian land in Oklahoma, as well as for the ",
West of Hot Dog,1924,372963,https://archive.org/download/westofhotdog/westofhotdog_archive.torrent,https://image.tmdb.org/t/p/w780/jJA0BcZfV9FNvUDYddGkPScn1Jv.jpg,Silent western starring Stan Laurel before he teamed up with Oliver Hardy. Note : This movie can only be viewed properly using the VLC player. You can download it for free here: http://www.videolan.org/ .,"Comedy, Western"
"Charlie Chaplin's ""The Rink""",1916,372161,https://archive.org/download/CC_1916_12_04_TheRink/CC_1916_12_04_TheRink_archive.torrent,https://image.tmdb.org/t/p/w780/oaKKcsUChu117urmWBz9Os23Ad9.jpg,"Charlie Chaplin's 58th Film Released Dec. 04 1916 The Rink was Charlie Chaplin's 8th film for Mutual Films. It co-starred Edna Purviance, Eric Campbell, Henry Bergman and Albert Austin. It is best known for showcasing Chaplin's roller skating skills. http://www.imdb.com/title/tt0007264/ Charlie Chaplin In The Internet Archive http://www.archive.org/details/CC_1914_02_02_MakingALiving http://www.archive.org/details/CC_1914_02_07_KidsAutoRaceAtVenice http://www.archive.org/details/CC_1914_02_09_Ma",Comedy
Frankenstein,1910,371849,https://archive.org/download/FrankensteinfullMovie/FrankensteinfullMovie_archive.torrent,https://image.tmdb.org/t/p/w780/xPzF7qW6FFZEzfsnsKqNOncxJNU.jpg,This is Edison's COMPLETE 1910 silent Frankenstein film.,"Drama, Fantasy, Horror"
Inner Sanctum,1948,369442,https://archive.org/download/Inner_Sanctum_movie/Inner_Sanctum_movie_archive.torrent,https://image.tmdb.org/t/p/w780/iPIOExn7a2YlyLyC1n48gZUs98R.jpg,"An atmospheric film starring Charles Russell and Mary Beth Hughes. Fritz Leiber, Sr. (father of the famous author) has a cameo as a seer or psychic. 'You're very pretty ... when those lips aren't moving.' The IMDB entry is here. This print seems to be complete and may be of higher quality than the one already in the Archive. You can load the mpeg2 file into DVDAuthorGUI (a free program) and create a DVD to watch on your television.","Drama, Romance"
Africa Screams,1949,367995,https://archive.org/download/AfricaScreams/AfricaScreams_archive.torrent,https://image.tmdb.org/t/p/w780/kwG0Zvu99fFerIJv0qnqHXZ5MWt.jpg,"from IMDB.com: 'Abbott & Costello search for diamonds in Africa, along the way meeting a visually-impaired gunner, a hungry lion, and a tribe of cannibals.' Also stars Clyde Beatty and Shemp Howard. You can load the mpeg2 file into DVDAuthorGUI (a free program) and create a DVD to watch on your television.","Comedy, Adventure, Action"
Detour,1945,366410,https://archive.org/download/Detour/Detour_archive.torrent,https://image.tmdb.org/t/p/w780/gJb9HRAs1V4bA0VKsWpT6mhv2RT.jpg,"'Man is involved in two freakish accidents that make him look like a murderer. Poverty row masterwork that is the most precise elucidation of the noir theme of explicit fatalism.' - noir expert Spencer Selby | Cast: Tom Neal, Ann Savage, Claudia Drake, Edmund MacDonald. | A B-movie, it was shot in six days. The film, budgeted for $89,000 and ended up costing $117,000 to make.","Thriller, Mystery"
Triumph of the Will (German: Triumph des Willens),0,366071,https://archive.org/download/TriumphOfTheWillgermanTriumphDesWillens/TriumphOfTheWillgermanTriumphDesWillens_archive.torrent,https://archive.org/services/img/TriumphOfTheWillgermanTriumphDesWillens,"Triumph of the Will (German: Triumph des Willens) is a propaganda film made by Leni Riefenstahl. It chronicles the 1934 Nazi Party Congress in Nuremberg. The film contains excerpts from speeches given by various Nazi leaders at the Congress, including portions of speeches by Adolf Hitler, interspersed with footage of massed party members. Hitler commissioned the film and served as an unofficial executive producer; his name appears in the opening titles. The overriding theme of the film is the re",
